ts,value,counter_name,t_s
1136289701203,545236160.0,Clocks / Second,0.0
1136289706411,100.0,GPU % Bus Busy,5.208e-06
1136289709172,0.0,% Vertex Fetch Stall,7.969e-06
1136289711359,0.0,% Texture Fetch Stall,1.0156e-05
1136289714224,0.0,L1 Texture Cache Miss Per Pixel,1.3021e-05
1136289716203,0.0,% Texture L2 Miss,1.5e-05
1136289718547,0.0,% Stalled on System Memory,1.7344e-05
1136289720422,0.0,Pre-clipped Polygons/Second,1.9219e-05
1136289722401,0.0,% Prims Trivially Rejected,2.1198e-05
1136289724484,0.0,% Prims Clipped,2.3281e-05
1136289726151,0.0,Average Vertices / Polygon,2.4948e-05
1136289728078,0.0,Reused Vertices / Second,2.6875e-05
1136289730005,0.0,Average Polygon Area,2.8802e-05
1136289731932,0.0,% Shaders Busy,3.0729e-05
1136289734068,0.0,Vertices Shaded / Second,3.2865e-05
1136289736151,0.0,Fragments Shaded / Second,3.4948e-05
1136289737974,0.0,Vertex Instructions / Second,3.6771e-05
1136289739953,0.0,Fragment Instructions / Second,3.875e-05
1136289741724,0.0,Fragment ALU Instructions / Sec (Full),4.0521e-05
1136289743703,0.0,Fragment ALU Instructions / Sec (Half),4.25e-05
1136289745526,0.0,Fragment EFU Instructions / Second,4.4323e-05
1136289747349,0.0,Textures / Vertex,4.6146e-05
1136289749328,0.0,Textures / Fragment,4.8125e-05
1136289762088,0.0,ALU / Vertex,6.0885e-05
1136289763963,0.0,ALU / Fragment,6.276e-05
1136289765682,0.0,EFU / Fragment,6.4479e-05
1136289775474,0.0,EFU / Vertex,7.4271e-05
1136289777349,0.0,% Time Shading Fragments,7.6146e-05
1136289779276,0.0,% Time Shading Vertices,7.8073e-05
1136289786515,0.0,% Time Compute,8.5312e-05
1136289788807,0.0,% Shader ALU Capacity Utilized,8.7604e-05
1136289790682,0.0,% Time ALUs Working,8.9479e-05
1136289792401,0.0,% Time EFUs Working,9.1198e-05
1136289796620,0.0,% Nearest Filtered,9.5417e-05
1136289798338,0.0,% Linear Filtered,9.7135e-05
1136289800057,0.0,% Anisotropic Filtered,9.8854e-05
1136289801880,0.0,% Non-Base Level Textures,0.000100677
1136289803807,0.0,Read Total (Bytes/sec),0.000102604
1136289805630,152559.328125,Write Total (Bytes/sec),0.000104427
1136289807974,0.0,Texture Memory Read BW (Bytes/Second),0.000106771
1136289809849,0.0,Vertex Memory Read (Bytes/Second),0.000108646
1136289811620,0.0,SP Memory Read (Bytes/Second),0.000110417
1136289813286,0.0,Avg Bytes / Fragment,0.000112083
1136289815109,0.0,Avg Bytes / Vertex,0.000113906
1136289816828,0.0,Preemptions / second,0.000115625
1136289818495,0.0,Avg Preemption Delay,0.000117292
1136289820265,545000000.0,GPU Frequency,0.000119062
1136291160630,544830080.0,Clocks / Second,0.001459427
1136291165943,100.0,GPU % Bus Busy,0.00146474
1136291166880,0.0,% Vertex Fetch Stall,0.001465677
1136291167401,0.0,% Texture Fetch Stall,0.001466198
1136291168234,0.0,L1 Texture Cache Miss Per Pixel,0.001467031
1136291168755,0.0,% Texture L2 Miss,0.001467552
1136291169172,0.0,% Stalled on System Memory,0.001467969
1136291169641,0.0,Pre-clipped Polygons/Second,0.001468438
1136291170057,0.0,% Prims Trivially Rejected,0.001468854
1136291170474,0.0,% Prims Clipped,0.001469271
1136291170943,0.0,Average Vertices / Polygon,0.00146974
1136291171359,0.0,Reused Vertices / Second,0.001470156
1136291171828,0.0,Average Polygon Area,0.001470625
1136291172297,0.0,% Shaders Busy,0.001471094
1136291172714,0.0,Vertices Shaded / Second,0.001471511
1136291173182,0.0,Fragments Shaded / Second,0.001471979
1136291173651,0.0,Vertex Instructions / Second,0.001472448
1136291174172,0.0,Fragment Instructions / Second,0.001472969
1136291174693,0.0,Fragment ALU Instructions / Sec (Full),0.00147349
1136291175109,0.0,Fragment ALU Instructions / Sec (Half),0.001473906
1136291175526,0.0,Fragment EFU Instructions / Second,0.001474323
1136291175943,0.0,Textures / Vertex,0.00147474
1136291176359,0.0,Textures / Fragment,0.001475156
1136291176828,0.0,ALU / Vertex,0.001475625
1136291177349,0.0,ALU / Fragment,0.001476146
1136291177818,0.0,EFU / Fragment,0.001476615
1136291178286,0.0,EFU / Vertex,0.001477083
1136291178859,0.0,% Time Shading Fragments,0.001477656
1136291179380,0.0,% Time Shading Vertices,0.001478177
1136291179849,0.0,% Time Compute,0.001478646
1136291180318,0.0,% Shader ALU Capacity Utilized,0.001479115
1136291180786,0.0,% Time ALUs Working,0.001479583
1136291181411,0.0,% Time EFUs Working,0.001480208
1136291181932,0.0,% Nearest Filtered,0.001480729
1136291182401,0.0,% Linear Filtered,0.001481198
1136291182818,0.0,% Anisotropic Filtered,0.001481615
1136291183286,0.0,% Non-Base Level Textures,0.001482083
1136291183859,0.0,Read Total (Bytes/sec),0.001482656
1136291184276,138552.234375,Write Total (Bytes/sec),0.001483073
1136291184797,0.0,Texture Memory Read BW (Bytes/Second),0.001483594
1136291185266,0.0,Vertex Memory Read (Bytes/Second),0.001484063
1136291185734,0.0,SP Memory Read (Bytes/Second),0.001484531
1136291186203,0.0,Avg Bytes / Fragment,0.001485
1136291186672,0.0,Avg Bytes / Vertex,0.001485469
1136291187141,0.0,Preemptions / second,0.001485938
1136291187609,0.0,Avg Preemption Delay,0.001486406
1136291188130,545000000.0,GPU Frequency,0.001486927
1136292575578,544975424.0,Clocks / Second,0.002874375
1136292581203,100.0,GPU % Bus Busy,0.00288
1136292582245,0.0,% Vertex Fetch Stall,0.002881042
1136292583078,0.0,% Texture Fetch Stall,0.002881875
1136292584016,0.0,L1 Texture Cache Miss Per Pixel,0.002882813
1136292584537,0.0,% Texture L2 Miss,0.002883334
1136292585214,0.0,% Stalled on System Memory,0.002884011
1136292585682,0.0,Pre-clipped Polygons/Second,0.002884479
1136292586151,0.0,% Prims Trivially Rejected,0.002884948
1136292586672,0.0,% Prims Clipped,0.002885469
1136292587141,0.0,Average Vertices / Polygon,0.002885938
1136292587610,0.0,Reused Vertices / Second,0.002886407
1136292588078,0.0,Average Polygon Area,0.002886875
1136292588495,0.0,% Shaders Busy,0.002887292
1136292588964,0.0,Vertices Shaded / Second,0.002887761
