ts,value,counter_name,t_s
1343552578725,545244096.0,Clocks / Second,0.0
1343552583725,23.585790634155273,GPU % Bus Busy,5e-06
1343552586694,0.3796709477901459,% Vertex Fetch Stall,7.969e-06
1343552588517,26.888484954833984,% Texture Fetch Stall,9.792e-06
1343552591746,0.2505545914173126,L1 Texture Cache Miss Per Pixel,1.3021e-05
1343552593621,27.387989044189453,% Texture L2 Miss,1.4896e-05
1343552596486,0.009846539236605167,% Stalled on System Memory,1.7761e-05
1343552598725,14890194.0,Pre-clipped Polygons/Second,2e-05
1343552600861,29.31516456604004,% Prims Trivially Rejected,2.2136e-05
1343552603361,2.253668785095215,% Prims Clipped,2.4636e-05
1343552605236,1.0374301671981812,Average Vertices / Polygon,2.6511e-05
1343552607163,29488386.0,Reused Vertices / Second,2.8438e-05
1343552609038,298.0808410644531,Average Polygon Area,3.0313e-05
1343552611225,90.02789306640625,% Shaders Busy,3.25e-05
1343552613204,15447536.0,Vertices Shaded / Second,3.4479e-05
1343552615392,3066770688.0,Fragments Shaded / Second,3.6667e-05
1343552617319,2736806656.0,Vertex Instructions / Second,3.8594e-05
1343552619142,249374490624.0,Fragment Instructions / Second,4.0417e-05
1343552620861,144528719872.0,Fragment ALU Instructions / Sec (Full),4.2136e-05
1343552622892,182868443136.0,Fragment ALU Instructions / Sec (Half),4.4167e-05
1343552624559,13411540992.0,Fragment EFU Instructions / Second,4.5834e-05
1343552626434,1.0986402034759521,Textures / Vertex,4.7709e-05
1343552628465,1.0818979740142822,Textures / Fragment,4.974e-05
1343552630496,169.75489807128906,ALU / Vertex,5.1771e-05
1343552632423,64.68367767333984,ALU / Fragment,5.3698e-05
1343552634246,3.6764578819274902,EFU / Fragment,5.5521e-05
1343552645340,7.412958145141602,EFU / Vertex,6.6615e-05
1343552647475,95.96652221679688,% Time Shading Fragments,6.875e-05
1343552649350,4.03347635269165,% Time Shading Vertices,7.0625e-05
1343552651225,0.0,% Time Compute,7.25e-05
1343552653621,76.83148193359375,% Shader ALU Capacity Utilized,7.4896e-05
1343552655392,80.9646224975586,% Time ALUs Working,7.6667e-05
1343552657267,23.063356399536133,% Time EFUs Working,7.8542e-05
1343552661329,44.65219497680664,% Nearest Filtered,8.2604e-05
1343552663256,57.0660400390625,% Linear Filtered,8.4531e-05
1343552665236,0.0,% Anisotropic Filtered,8.6511e-05
1343552667059,0.0,% Non-Base Level Textures,8.8334e-05
