ts,value,counter_name,t_s
182149256033205,545096448.0,Clocks / Second,0.0
182149256038257,20.06079864501953,GPU % Bus Busy,5.052e-06
182149256041382,0.9653638005256653,% Vertex Fetch Stall,8.177e-06
182149256044038,0.0,% Texture Fetch Stall,1.0833e-05
182149256047528,-1.0,L1 Texture Cache Miss Per Pixel,1.4323e-05
182149256049611,27.33795928955078,% Texture L2 Miss,1.6406e-05
182149256052580,0.47790563106536865,% Stalled on System Memory,1.9375e-05
182149256054715,20512416.0,Pre-clipped Polygons/Second,2.151e-05
182149256056382,60.29890441894531,% Prims Trivially Rejected,2.3177e-05
182149256058413,1.741990089416504,% Prims Clipped,2.5208e-05
182149256060236,1.1276373863220215,Average Vertices / Polygon,2.7031e-05
182149256062475,44502564.0,Reused Vertices / Second,2.927e-05
182149256064559,-1.0,Average Polygon Area,3.1354e-05
182149256066278,0.0,% Shaders Busy,3.3073e-05
182149256069038,23130566.0,Vertices Shaded / Second,3.5833e-05
182149256071434,-1.0,Fragments Shaded / Second,3.8229e-05
182149256073205,-1.0,Vertex Instructions / Second,4e-05
182149256075080,-1.0,Fragment Instructions / Second,4.1875e-05
182149256077059,-1.0,Fragment ALU Instructions / Sec (Full),4.3854e-05
182149256079038,-1.0,Fragment ALU Instructions / Sec (Half),4.5833e-05
182149256080757,-1.0,Fragment EFU Instructions / Second,4.7552e-05
182149256082475,-1.0,Textures / Vertex,4.927e-05
182149256084403,-1.0,Textures / Fragment,5.1198e-05
182149256086173,-1.0,ALU / Vertex,5.2968e-05
182149256088048,-1.0,ALU / Fragment,5.4843e-05
182149256089819,-1.0,EFU / Fragment,5.6614e-05
182149256100705,-1.0,EFU / Vertex,6.75e-05
182149256102996,0.0,% Time Shading Fragments,6.9791e-05
182149256105340,0.0,% Time Shading Vertices,7.2135e-05
182149256107163,0.0,% Time Compute,7.3958e-05
182149256109559,0.0,% Shader ALU Capacity Utilized,7.6354e-05
182149256111382,0.0,% Time ALUs Working,7.8177e-05
182149256113205,0.0,% Time EFUs Working,8e-05
182149256116590,0.0,% Nearest Filtered,8.3385e-05
182149256118621,0.0,% Linear Filtered,8.5416e-05
182149256120600,0.0,% Anisotropic Filtered,8.7395e-05
182149256122684,0.0,% Non-Base Level Textures,8.9479e-05
182149256124715,1018236480.0,Read Total (Bytes/sec),9.151e-05
182149256127111,471459616.0,Write Total (Bytes/sec),9.3906e-05
182149256129142,823531520.0,Texture Memory Read BW (Bytes/Second),9.5937e-05
182149256131382,111437072.0,Vertex Memory Read (Bytes/Second),9.8177e-05
182149256133361,4060806.25,SP Memory Read (Bytes/Second),0.000100156
182149256135340,-1.0,Avg Bytes / Fragment,0.000102135
182149256137111,4.8177409172058105,Avg Bytes / Vertex,0.000103906
182149256139142,0.0,Preemptions / second,0.000105937
182149256141590,0.0,Avg Preemption Delay,0.000108385
182149256143517,545000000.0,GPU Frequency,0.000110312
182149257539090,545020096.0,Clocks / Second,0.001505885
182149257543986,28.80889320373535,GPU % Bus Busy,0.001510781
182149257544819,0.9475600719451904,% Vertex Fetch Stall,0.001511614
182149257545496,0.0,% Texture Fetch Stall,0.001512291
182149257547007,-1.0,L1 Texture Cache Miss Per Pixel,0.001513802
182149257547632,20.827213287353516,% Texture L2 Miss,0.001514427
182149257548101,0.27945974469184875,% Stalled on System Memory,0.001514896
182149257548621,29630688.0,Pre-clipped Polygons/Second,0.001515416
182149257549142,47.51972961425781,% Prims Trivially Rejected,0.001515937
182149257549559,1.7642227411270142,% Prims Clipped,0.001516354
182149257550080,1.0159636735916138,Average Vertices / Polygon,0.001516875
182149257550548,57170372.0,Reused Vertices / Second,0.001517343
