ts,value,counter_name,t_s
182813367269727,545453248.0,Clocks / Second,0.0
182813367275248,26.297565460205078,GPU % Bus Busy,5.521e-06
182813367278894,2.5206470489501953,% Vertex Fetch Stall,9.167e-06
182813367280873,25.530025482177734,% Texture Fetch Stall,1.1146e-05
182813367284883,0.2625406086444855,L1 Texture Cache Miss Per Pixel,1.5156e-05
182813367287487,21.807554244995117,% Texture L2 Miss,1.776e-05
182813367291289,0.04204566404223442,% Stalled on System Memory,2.1562e-05
182813367293529,33790868.0,Pre-clipped Polygons/Second,2.3802e-05
182813367295612,50.713199615478516,% Prims Trivially Rejected,2.5885e-05
182813367298112,1.5329022407531738,% Prims Clipped,2.8385e-05
182813367301758,1.0363826751708984,Average Vertices / Polygon,3.2031e-05
182813367304050,66398608.0,Reused Vertices / Second,3.4323e-05
182813367306029,318.6041564941406,Average Polygon Area,3.6302e-05
182813367308008,0.0,% Shaders Busy,3.8281e-05
182813367311185,35020272.0,Vertices Shaded / Second,4.1458e-05
182813367313529,5147899392.0,Fragments Shaded / Second,4.3802e-05
182813367315925,5487102464.0,Vertex Instructions / Second,4.6198e-05
182813367318946,300133089280.0,Fragment Instructions / Second,4.9219e-05
182813367321289,151806492672.0,Fragment ALU Instructions / Sec (Full),5.1562e-05
182813367323477,263731068928.0,Fragment ALU Instructions / Sec (Half),5.375e-05
182813367325404,16461063168.0,Fragment EFU Instructions / Second,5.5677e-05
182813367327227,0.6248142123222351,Textures / Vertex,5.75e-05
182813367329362,1.0499266386032104,Textures / Fragment,5.9635e-05
182813367331342,150.77239990234375,ALU / Vertex,6.1615e-05
182813367333269,48.040016174316406,ALU / Fragment,6.3542e-05
182813367335248,2.7876901626586914,EFU / Fragment,6.5521e-05
182813367346133,5.911218166351318,EFU / Vertex,7.6406e-05
182813367348633,93.79422760009766,% Time Shading Fragments,7.8906e-05
182813367350873,6.2057695388793945,% Time Shading Vertices,8.1146e-05
182813367352800,0.0,% Time Compute,8.3073e-05
182813367355456,0.0,% Shader ALU Capacity Utilized,8.5729e-05
182813367357592,0.0,% Time ALUs Working,8.7865e-05
182813367359727,0.0,% Time EFUs Working,9e-05
182813367363425,0.0,% Nearest Filtered,9.3698e-05
182813367365612,0.0,% Linear Filtered,9.5885e-05
182813367368008,0.0,% Anisotropic Filtered,9.8281e-05
182813367370456,0.0,% Non-Base Level Textures,0.000100729
182813367373008,2467162624.0,Read Total (Bytes/sec),0.000103281
182813367375717,3208942336.0,Write Total (Bytes/sec),0.00010599
182813367377904,2039410688.0,Texture Memory Read BW (Bytes/Second),0.000108177
182813367380092,204251600.0,Vertex Memory Read (Bytes/Second),0.000110365
182813367382383,5634810.5,SP Memory Read (Bytes/Second),0.000112656
182813367384362,0.34431472420692444,Avg Bytes / Fragment,0.000114635
182813367386394,5.8323822021484375,Avg Bytes / Vertex,0.000116667
182813367388425,0.0,Preemptions / second,0.000118698
182813367391289,0.0,Avg Preemption Delay,0.000121562
182813367393425,545000000.0,GPU Frequency,0.000123698
182813368826446,544684864.0,Clocks / Second,0.001556719
182813368833790,28.151302337646484,GPU % Bus Busy,0.001564063
182813368834571,1.5869544744491577,% Vertex Fetch Stall,0.001564844
182813368835092,31.40941047668457,% Texture Fetch Stall,0.001565365
182813368836238,0.24623319506645203,L1 Texture Cache Miss Per Pixel,0.001566511
182813368836654,26.435548782348633,% Texture L2 Miss,0.001566927
182813368837123,0.41831174492836,% Stalled on System Memory,0.001567396
182813368837644,17864788.0,Pre-clipped Polygons/Second,0.001567917
182813368838581,47.61293411254883,% Prims Trivially Rejected,0.001568854
182813368839050,1.7516133785247803,% Prims Clipped,0.001569323
182813368839519,1.0350651741027832,Average Vertices / Polygon,0.001569792
182813368840248,35145492.0,Reused Vertices / Second,0.001570521
182813368840717,309.1789245605469,Average Polygon Area,0.00157099
182813368841133,0.0,% Shaders Busy,0.001571406
182813368841654,18491220.0,Vertices Shaded / Second,0.001571927
182813368842175,2835906304.0,Fragments Shaded / Second,0.001572448
182813368842800,2782144768.0,Vertex Instructions / Second,0.001573073
182813368843269,170961436672.0,Fragment Instructions / Second,0.001573542
