ts,value,counter_name,t_s
182295580989135,545041536.0,Clocks / Second,0.0
182295580994552,76.51303100585938,GPU % Bus Busy,5.417e-06
182295580997313,0.6560161113739014,% Vertex Fetch Stall,8.178e-06
182295580999083,0.0,% Texture Fetch Stall,9.948e-06
182295581002417,-1.0,L1 Texture Cache Miss Per Pixel,1.3282e-05
182295581005281,62.228694915771484,% Texture L2 Miss,1.6146e-05
182295581008302,30.38051986694336,% Stalled on System Memory,1.9167e-05
182295581010229,10507822.0,Pre-clipped Polygons/Second,2.1094e-05
182295581012052,72.79492950439453,% Prims Trivially Rejected,2.2917e-05
182295581014292,1.1477385759353638,% Prims Clipped,2.5157e-05
182295581016323,0.6441486477851868,Average Vertices / Polygon,2.7188e-05
182295581018510,8391499.0,Reused Vertices / Second,2.9375e-05
182295581020906,-1.0,Average Polygon Area,3.1771e-05
182295581022885,0.0,% Shaders Busy,3.375e-05
182295581025542,6768599.0,Vertices Shaded / Second,3.6407e-05
182295581028458,-1.0,Fragments Shaded / Second,3.9323e-05
182295581030281,-1.0,Vertex Instructions / Second,4.1146e-05
182295581032365,-1.0,Fragment Instructions / Second,4.323e-05
182295581034396,-1.0,Fragment ALU Instructions / Sec (Full),4.5261e-05
182295581036583,-1.0,Fragment ALU Instructions / Sec (Half),4.7448e-05
182295581038250,-1.0,Fragment EFU Instructions / Second,4.9115e-05
182295581039813,-1.0,Textures / Vertex,5.0678e-05
182295581042365,-1.0,Textures / Fragment,5.323e-05
182295581044188,-1.0,ALU / Vertex,5.5053e-05
182295581046167,-1.0,ALU / Fragment,5.7032e-05
182295581048042,-1.0,EFU / Fragment,5.8907e-05
182295581053875,-1.0,EFU / Vertex,6.474e-05
182295581056427,0.0,% Time Shading Fragments,6.7292e-05
182295581059083,0.0,% Time Shading Vertices,6.9948e-05
182295581061167,0.0,% Time Compute,7.2032e-05
182295581063719,0.0,% Shader ALU Capacity Utilized,7.4584e-05
182295581065333,0.0,% Time ALUs Working,7.6198e-05
182295581067469,0.0,% Time EFUs Working,7.8334e-05
182295581070958,0.0,% Nearest Filtered,8.1823e-05
182295581072781,0.0,% Linear Filtered,8.3646e-05
182295581074656,0.0,% Anisotropic Filtered,8.5521e-05
182295581076427,0.0,% Non-Base Level Textures,8.7292e-05
182295581078458,3873865472.0,Read Total (Bytes/sec),8.9323e-05
182295581080750,4894969856.0,Write Total (Bytes/sec),9.1615e-05
182295581083615,3687563008.0,Texture Memory Read BW (Bytes/Second),9.448e-05
182295581085542,58999316.0,Vertex Memory Read (Bytes/Second),9.6407e-05
182295581087677,2467116.0,SP Memory Read (Bytes/Second),9.8542e-05
182295581089500,-1.0,Avg Bytes / Fragment,0.000100365
182295581090906,8.716622352600098,Avg Bytes / Vertex,0.000101771
182295581092677,275.3477783203125,Preemptions / second,0.000103542
182295581095021,38.81172180175781,Avg Preemption Delay,0.000105886
182295581096792,545000000.0,GPU Frequency,0.000107657
182295582476115,544790720.0,Clocks / Second,0.00148698
182295582483459,10.978124618530273,GPU % Bus Busy,0.001494324
182295582484448,0.7423976063728333,% Vertex Fetch Stall,0.001495313
182295582484813,0.0,% Texture Fetch Stall,0.001495678
182295582485854,-1.0,L1 Texture Cache Miss Per Pixel,0.001496719
182295582486219,27.200014114379883,% Texture L2 Miss,0.001497084
182295582486636,0.0268560741096735,% Stalled on System Memory,0.001497501
182295582487104,13398599.0,Pre-clipped Polygons/Second,0.001497969
182295582487573,48.34939956665039,% Prims Trivially Rejected,0.001498438
182295582487938,1.650600790977478,% Prims Clipped,0.001498803
182295582488302,1.040373682975769,Average Vertices / Polygon,0.001499167
182295582488875,26380980.0,Reused Vertices / Second,0.00149974
182295582489188,-1.0,Average Polygon Area,0.001500053
182295582489500,0.0,% Shaders Busy,0.001500365
182295582490021,13939550.0,Vertices Shaded / Second,0.001500886
182295582490802,-1.0,Fragments Shaded / Second,0.001501667
182295582491323,-1.0,Vertex Instructions / Second,0.001502188
182295582491688,-1.0,Fragment Instructions / Second,0.001502553
182295582492104,-1.0,Fragment ALU Instructions / Sec (Full),0.001502969
182295582492469,-1.0,Fragment ALU Instructions / Sec (Half),0.001503334
182295582492834,-1.0,Fragment EFU Instructions / Second,0.001503699
182295582493146,-1.0,Textures / Vertex,0.001504011
182295582493511,-1.0,Textures / Fragment,0.001504376
182295582493875,-1.0,ALU / Vertex,0.00150474
182295582494656,-1.0,ALU / Fragment,0.001505521
182295582495021,-1.0,EFU / Fragment,0.001505886
182295582495386,-1.0,EFU / Vertex,0.001506251
182295582495959,0.0,% Time Shading Fragments,0.001506824
182295582496271,0.0,% Time Shading Vertices,0.001507136
182295582496688,0.0,% Time Compute,0.001507553
