ts,value,counter_name,t_s
182628353136921,542353088.0,Clocks / Second,0.0
182628353141609,100.0,GPU % Bus Busy,4.688e-06
182628353144161,0.0,% Vertex Fetch Stall,7.24e-06
182628353146036,0.0,% Texture Fetch Stall,9.115e-06
182628353149577,0.0,L1 Texture Cache Miss Per Pixel,1.2656e-05
182628353151765,0.0,% Texture L2 Miss,1.4844e-05
182628353154629,0.0,% Stalled on System Memory,1.7708e-05
182628353156192,0.0,Pre-clipped Polygons/Second,1.9271e-05
182628353157702,0.0,% Prims Trivially Rejected,2.0781e-05
182628353159734,0.0,% Prims Clipped,2.2813e-05
182628353162546,0.0,Average Vertices / Polygon,2.5625e-05
182628353164682,0.0,Reused Vertices / Second,2.7761e-05
182628353166400,0.0,Average Polygon Area,2.9479e-05
182628353168275,0.0,% Shaders Busy,3.1354e-05
182628353170827,0.0,Vertices Shaded / Second,3.3906e-05
182628353172754,0.0,Fragments Shaded / Second,3.5833e-05
182628353175046,0.0,Vertex Instructions / Second,3.8125e-05
182628353177286,0.0,Fragment Instructions / Second,4.0365e-05
182628353179213,0.0,Fragment ALU Instructions / Sec (Full),4.2292e-05
182628353181036,0.0,Fragment ALU Instructions / Sec (Half),4.4115e-05
182628353182598,0.0,Fragment EFU Instructions / Second,4.5677e-05
182628353184161,0.0,Textures / Vertex,4.724e-05
182628353186036,0.0,Textures / Fragment,4.9115e-05
182628353187754,0.0,ALU / Vertex,5.0833e-05
182628353189473,-1.0,ALU / Fragment,5.2552e-05
182628353190984,-1.0,EFU / Fragment,5.4063e-05
182628353199890,0.0,EFU / Vertex,6.2969e-05
182628353201869,0.0,% Time Shading Fragments,6.4948e-05
182628353203640,0.0,% Time Shading Vertices,6.6719e-05
182628353205359,0.0,% Time Compute,6.8438e-05
182628353207754,0.0,% Shader ALU Capacity Utilized,7.0833e-05
182628353209369,0.0,% Time ALUs Working,7.2448e-05
182628353211088,0.0,% Time EFUs Working,7.4167e-05
182628353214317,0.0,% Nearest Filtered,7.7396e-05
182628353216140,0.0,% Linear Filtered,7.9219e-05
182628353217650,0.0,% Anisotropic Filtered,8.0729e-05
182628353219577,0.0,% Non-Base Level Textures,8.2656e-05
182628353221609,0.0,Read Total (Bytes/sec),8.4688e-05
182628353223692,125037.796875,Write Total (Bytes/sec),8.6771e-05
182628353225671,0.0,Texture Memory Read BW (Bytes/Second),8.875e-05
182628353227702,0.0,Vertex Memory Read (Bytes/Second),9.0781e-05
182628353229838,0.0,SP Memory Read (Bytes/Second),9.2917e-05
182628353231661,0.0,Avg Bytes / Fragment,9.474e-05
182628353233275,0.0,Avg Bytes / Vertex,9.6354e-05
182628353235150,0.0,Preemptions / second,9.8229e-05
182628353237650,0.0,Avg Preemption Delay,0.000100729
182628353239734,545000000.0,GPU Frequency,0.000102813
182628354688744,545073536.0,Clocks / Second,0.001551823
182628354694421,100.0,GPU % Bus Busy,0.0015575
182628354695046,0.0,% Vertex Fetch Stall,0.001558125
182628354695463,0.0,% Texture Fetch Stall,0.001558542
182628354696400,0.0,L1 Texture Cache Miss Per Pixel,0.001559479
182628354696765,0.0,% Texture L2 Miss,0.001559844
182628354697130,0.0,% Stalled on System Memory,0.001560209
182628354697546,0.0,Pre-clipped Polygons/Second,0.001560625
182628354698067,0.0,% Prims Trivially Rejected,0.001561146
182628354698484,0.0,% Prims Clipped,0.001561563
