ts,value,counter_name,t_s
182767408191503,545117120.0,Clocks / Second,0.0
182767408197336,100.0,GPU % Bus Busy,5.833e-06
182767408201034,0.0,% Vertex Fetch Stall,9.531e-06
182767408204055,0.0,% Texture Fetch Stall,1.2552e-05
182767408207388,0.0,L1 Texture Cache Miss Per Pixel,1.5885e-05
182767408209471,0.0,% Texture L2 Miss,1.7968e-05
182767408212492,0.0,% Stalled on System Memory,2.0989e-05
182767408214732,0.0,Pre-clipped Polygons/Second,2.3229e-05
182767408216607,0.0,% Prims Trivially Rejected,2.5104e-05
182767408219263,0.0,% Prims Clipped,2.776e-05
182767408222596,0.0,Average Vertices / Polygon,3.1093e-05
182767408225044,0.0,Reused Vertices / Second,3.3541e-05
182767408227232,0.0,Average Polygon Area,3.5729e-05
182767408229888,0.0,% Shaders Busy,3.8385e-05
182767408232805,0.0,Vertices Shaded / Second,4.1302e-05
182767408235565,0.0,Fragments Shaded / Second,4.4062e-05
182767408237961,0.0,Vertex Instructions / Second,4.6458e-05
182767408240513,-1.0,Fragment Instructions / Second,4.901e-05
182767408243065,0.0,Fragment ALU Instructions / Sec (Full),5.1562e-05
182767408245357,0.0,Fragment ALU Instructions / Sec (Half),5.3854e-05
182767408247336,-1.0,Fragment EFU Instructions / Second,5.5833e-05
182767408249471,0.0,Textures / Vertex,5.7968e-05
182767408251971,0.0,Textures / Fragment,6.0468e-05
182767408253899,0.0,ALU / Vertex,6.2396e-05
182767408256034,-1.0,ALU / Fragment,6.4531e-05
182767408257961,-1.0,EFU / Fragment,6.6458e-05
182767408268586,0.0,EFU / Vertex,7.7083e-05
182767408271138,0.0,% Time Shading Fragments,7.9635e-05
182767408273117,0.0,% Time Shading Vertices,8.1614e-05
182767408275201,0.0,% Time Compute,8.3698e-05
182767408278065,0.0,% Shader ALU Capacity Utilized,8.6562e-05
182767408279992,0.0,% Time ALUs Working,8.8489e-05
182767408281972,0.0,% Time EFUs Working,9.0469e-05
182767408285565,0.0,% Nearest Filtered,9.4062e-05
182767408287649,0.0,% Linear Filtered,9.6146e-05
182767408289628,0.0,% Anisotropic Filtered,9.8125e-05
182767408291711,0.0,% Non-Base Level Textures,0.000100208
182767408294211,0.0,Read Total (Bytes/sec),0.000102708
182767408296607,146420.1875,Write Total (Bytes/sec),0.000105104
182767408299003,0.0,Texture Memory Read BW (Bytes/Second),0.0001075
182767408301034,0.0,Vertex Memory Read (Bytes/Second),0.000109531
182767408303222,0.0,SP Memory Read (Bytes/Second),0.000111719
182767408305201,0.0,Avg Bytes / Fragment,0.000113698
182767408307128,0.0,Avg Bytes / Vertex,0.000115625
182767408309159,0.0,Preemptions / second,0.000117656
182767408311711,0.0,Avg Preemption Delay,0.000120208
182767408313951,545000000.0,GPU Frequency,0.000122448
182767409705878,544948288.0,Clocks / Second,0.001514375
182767409711399,100.0,GPU % Bus Busy,0.001519896
182767409712284,0.0,% Vertex Fetch Stall,0.001520781
182767409712753,0.0,% Texture Fetch Stall,0.00152125
182767409713690,0.0,L1 Texture Cache Miss Per Pixel,0.001522187
182767409714159,0.0,% Texture L2 Miss,0.001522656
182767409714628,0.0,% Stalled on System Memory,0.001523125
182767409715045,0.0,Pre-clipped Polygons/Second,0.001523542
182767409715565,0.0,% Prims Trivially Rejected,0.001524062
182767409716086,0.0,% Prims Clipped,0.001524583
182767409716555,0.0,Average Vertices / Polygon,0.001525052
182767409717180,0.0,Reused Vertices / Second,0.001525677
182767409717597,0.0,Average Polygon Area,0.001526094
182767409718065,0.0,% Shaders Busy,0.001526562
182767409718534,0.0,Vertices Shaded / Second,0.001527031
182767409719263,0.0,Fragments Shaded / Second,0.00152776
182767409719784,0.0,Vertex Instructions / Second,0.001528281
182767409720253,-1.0,Fragment Instructions / Second,0.00152875
182767409720722,0.0,Fragment ALU Instructions / Sec (Full),0.001529219
182767409721138,0.0,Fragment ALU Instructions / Sec (Half),0.001529635
182767409721607,-1.0,Fragment EFU Instructions / Second,0.001530104
182767409722076,0.0,Textures / Vertex,0.001530573
182767409722545,0.0,Textures / Fragment,0.001531042
182767409723065,0.0,ALU / Vertex,0.001531562
182767409723586,-1.0,ALU / Fragment,0.001532083
182767409724055,-1.0,EFU / Fragment,0.001532552
182767409724524,0.0,EFU / Vertex,0.001533021
182767409724992,0.0,% Time Shading Fragments,0.001533489
182767409725461,0.0,% Time Shading Vertices,0.001533958
182767409725878,0.0,% Time Compute,0.001534375
182767409726347,0.0,% Shader ALU Capacity Utilized,0.001534844
